분류,행사명,시작일,종료일,장소,가장 가까운 역,거리(미터)
전시/미술,한국-스위스 수교 60주년 교류 전시 [산수인물(山水人物)의 도시],2023.6.13 0:00,2023.8.13 0:00,서울도시건축전시관(중구 세종대로 119),서울역(경의선),1450.2971045008771
전시/미술,[2023 남산골아트랩 이상한옥(理想韓屋)] 두 번째 전시 추론-가물 (Inference-Object),2023.6.13 0:00,2023.7.9 0:00,남산골한옥마을 이승업 가옥,서울역(경의선),2077.526404854272
교육/체험,나도 수질연구사!,2023.6.13 0:00,2023.6.27 0:00,서울하수도과학관,서울숲역,1903.956097273585
전시/미술,[2023 운현궁 기획전시] 생의 편린(片鱗)에서,2023.6.13 0:00,2023.6.18 0:00,운현궁 기획전시실,서울역(경의선),2779.097895779698
영화,[서초문화재단] 심산 영화관 호국보훈의달 특별상영 [봉오동 전투],2023.6.13 0:00,2023.6.13 0:00,서초문화재단 반포심산아트홀,교대역,2095.1772752329834
국악,2023 관현악 시리즈 [전통과 실험-풍물],2023.6.13 0:00,2023.6.13 0:00,세종M씨어터,서울역(경의선),2044.0443473650962
콘서트,영신여자고등학교 [6월의 음악회],2023.6.13 0:00,2023.6.13 0:00,꿈의숲 콘서트홀,광운대역,1599.310586286685
교육/체험,6월 꼬마북클럽 [내 의자에 북극곰이 앉아 있어!],2023.6.12 0:00,2023.6.19 0:00,지하문화강좌실,디지털미디어시티역,822.2810692982113
클래식,THE SCENT,2023.6.11 0:00,2023.6.11 0:00,꿈의숲 콘서트홀,광운대역,1599.310586286685
콘서트,"[시네북 콘서트] 우리가 좋아하는 것들: 책, 영화, 음악",2023.6.11 0:00,2023.6.11 0:00,서울광장,서울역(경의선),1328.8356944076395
교육/체험,[2023 모두의 놀터] 자연아! 아트하자! 생활문화 프로그램,2023.6.10 0:00,2023.7.29 0:00,주다르예술공방(서울 노원구 마들로 59 미성상가 208-1호),역 없음,-1.0
교육/체험,"[6-7월/영유아] 엄마아빠, 책이랑 놀자!, 2023년 서울시 북스타트 엄마 북(BooK)돋움 사업",2023.6.10 0:00,2023.7.22 0:00,마포구립서강도서관 4층 어린이자료실 꼬마방,서강대역,568.4632211027697
뮤지컬/오페라,가족 뮤지컬 [피터팬],2023.6.10 0:00,2023.7.1 0:00,광진어린이공연장,상봉역,3364.6952261803617
교육/체험,[도봉아이나라도서관] 미디어평생교실 게임리터러시 [헬로! 굿게이머],2023.6.10 0:00,2023.7.1 0:00,도봉아이나라도서관,창동역,674.7240217514075
콘서트,[2023 꿈꾸는 극장] 미디어 상상놀이극 [거인의 책상],2023.6.10 0:00,2023.7.1 0:00,구로 꿈나무극장,가산디지털단지역,945.9177934829845
축제-문화/예술,[북촌문화센터] 6월 북촌도락,2023.6.10 0:00,2023.6.17 0:00,북촌문화센터 북촌한옥청 북촌 일대,서울역(경의선),3034.8048817846197
뮤지컬/오페라,6월 토요일은 삼각산청이좋아 [명랑동화 뮤지컬],2023.6.10 0:00,2023.6.10 0:00,삼각산시민청 1동 2층 활짝라운지,방학역,2996.008719216711
콘서트,사단법인 여울돌 ART Picnic [소풍],2023.6.10 0:00,2023.6.10 0:00,서울시청 시민청 바스락홀(지하 2층),서울역(경의선),1496.9335131662397
콘서트,[강서아트리움 기획공연] 7080 추억의 음악여행,2023.6.10 0:00,2023.6.10 0:00,강서아트리움 (아리홀),역 없음,-1.0
기타,2023 세계 한방 요리 경연대회,2023.6.10 0:00,2023.6.10 0:00,서울한방진흥센터 및 한방거리,청량리역,786.8988119365503
교육/체험,[서울시립과학관] 음악이 보인다 과학이 들린다,2023.6.10 0:00,2023.6.10 0:00,서울시립과학관 1층 중앙로비,월계역,1912.5950122440474
콘서트,[종로문화재단] 낭독+(플러스) 콘서트,2023.6.10 0:00,2023.6.10 0:00,청운문학도서관 어린이청소년국학도서관 열람실,서울역(경의선),3988.972934808006
축제-문화/예술,[돈의문골목시장] X [인력시장] 팔을 길게 뻗어 볼래,2023.6.10 0:00,2023.6.10 0:00,돈의문박물관마을 골목 곳곳에서,서울역(경의선),1581.7037616374016
축제-기타,[강북문화원] 함께가자 댕댕아,2023.6.10 0:00,2023.6.10 0:00,북서울 꿈의숲,광운대역,1599.310586286685
클래식,Aulus Summer Concert,2023.6.10 0:00,2023.6.10 0:00,꿈의숲 콘서트홀,광운대역,1599.310586286685
콘서트,제16회 아카데미 열정과 나눔 정기연주회,2023.6.10 0:00,2023.6.10 0:00,세종체임버홀,서울역(경의선),2044.0443473650962
국악,제 9회 [흥] 페스티벌,2023.6.10 0:00,2023.6.10 0:00,"천우각 광장, 서울남산국악당 야외마당",서울역(경의선),2062.237255799508
전시/미술,"[2023년 6월 민주화 운동 특별전시] 마음을 움직이는 말, 선전물",2023.6.9 0:00,2023.11.30 0:00,이한열기념관 3층 기획전시실 ,서강대역,350.5062054457894
전시/미술,[2023년 꽃 기획전] 비밀의 화원 / 구캔갤러리,2023.6.9 0:00,2023.7.23 0:00,구캔갤러리,신도림역,399.2627643188867
뮤지컬/오페라,뮤지컬 [이상한 엄마],2023.6.9 0:00,2023.6.11 0:00,강동아트센터 대극장 한강,덕소역,6027.376338643684
축제-기타,제36주기 이한열 추모기간 행사,2023.6.9 0:00,2023.6.9 0:00,이한열동산(연세대학교),신촌역,712.855585951712
클래식,2023 서울시향 빌마이어의 말러 교향곡 5번,2023.6.9 0:00,2023.6.9 0:00,롯데콘서트홀,수서역,2919.104646360205
콘서트,나윤선 JAZZ 콘서트,2023.6.9 0:00,2023.6.9 0:00,노원문화예술회관 대공연장,녹천역,2617.1910557119013
교육/체험,2023년 서울역사박물관 [어린이와 박물관 학술대회],2023.6.9 0:00,2023.6.9 0:00,서울역사박물관 시청각실,서울역(경의선),1716.058726854392
교육/체험,[권진규의 영원한 집] 전시 연계 특별 도슨트 및 특강,2023.6.8 0:00,2023.12.14 0:00,서울시립 남서울미술관 1층 전시실,관악산,3140.311895960292
전시/미술,별유풍경,2023.6.8 0:00,2023.8.27 0:00,너나들이센터 (서울시 은평구 연서로50길 10),지축역,2305.796931398474
전시/미술,[Jeroz 개인전] Nice to See you,2023.6.8 0:00,2023.7.8 0:00,앤스 갤러리 카페(Ns Cafe),선바위역,2903.5198008964317
교육/체험,[서울무형문화재 교육전시장] 2023년 심야공방 6월 프로그램,2023.6.8 0:00,2023.6.30 0:00,서울무형문화재 돈화문 교육진시장,서울역(경의선),3051.6596851033732
영화,2023 민주주의 극장,2023.6.8 0:00,2023.6.29 0:00,노무현시민센터 다목적홀,역 없음,-1.0
교육/체험,[꿈나무호기심탐험대Ⅱ] 박물관에서 만나는 모양 친구들,2023.6.8 0:00,2023.6.29 0:00,몽촌역사관,수서역,4522.899998483795
교육/체험,[6월] 2023년 읽는 인간 호모부커스 Ⅱ 이기적 유전자,2023.6.8 0:00,2023.6.29 0:00,마포구립서강도서관 3층 세미나실,서강대역,568.4632211027697
콘서트,2023년 서울시청 시민청 [활력콘서트] 6월 공연,2023.6.8 0:00,2023.6.29 0:00,서울시청 시민청 지하 1층 활짝라운지,서울역(경의선),1496.9335131662397
전시/미술,테마전시체험전 6월 [에너지 충전],2023.6.8 0:00,2023.6.25 0:00,1층 로비 및 가족열람실 자유관람,디지털미디어시티역,822.2810692982113
전시/미술,[아토팜] 제 3회 어린이 친환경 그린 그림대회,2023.6.8 0:00,2023.6.21 0:00,꿈의숲 드림갤러리,서울역(경의선),2044.0443473650962
교육/체험,"마음 이끄미 선생님들과 함께 하는 그림책감정표현놀이프로그램 [마음아, 놀자!]",2023.6.8 0:00,2023.6.18 0:00,지하 1층 문화강좌실,디지털미디어시티역,822.2810692982113
연극,2023 종로 가족공연축제 [북극곰 이야기],2023.6.8 0:00,2023.6.10 0:00,종로 아이들극장,청량리역,4346.866317393518
기타,제4회 서울문화예술포럼 - 매력도시 서울을 위한 광화문 일대 문화?관광 활성화 방안,2023.6.8 0:00,2023.6.8 0:00,청년예술청 그레이룸,서울역(경의선),1032.568742644396
콘서트,"열정, 사랑 그리고 감사",2023.6.8 0:00,2023.6.8 0:00,꿈의숲 콘서트홀,광운대역,1599.310586286685
클래식,한국피아노듀오협회 제68회 정기연주회,2023.6.8 0:00,2023.6.8 0:00,세종체임버홀,서울역(경의선),2044.0443473650962
교육/체험,[구립증산정보도서관] AI 면접특강,2023.6.8 0:00,2023.5.29 0:00,4층 문화강좌실,디지털미디어시티역,822.2810692982113
전시/미술,[2023년 함석헌기념관 기획전시] 네 샘을 맑혀라,2023.6.7 0:00,2023.7.30 0:00,함석헌기념관 씨알갤러리,창동역,1132.98288257156
교육/체험,[서울예술교육센터] 상반기 시민문화예술교육 프로그램(6월),2023.6.7 0:00,2023.7.29 0:00,서울예술교육센터 1층,용산역,420.52394944163876
축제-문화/예술,[구립증산정보도서관] 엄마와 아이가 모두 즐거워지는 [책놀이 지도사 되기],2023.6.7 0:00,2023.7.26 0:00,지하문화강좌실,디지털미디어시티역,822.2810692982113
교육/체험,중구 문화공간 인현문화마루 [영화it수다_영화보다 재미있는 영화수다],2023.6.7 0:00,2023.7.26 0:00,인현문화마루,역 없음,-1.0
전시/미술,[김영나 개인전] TESTER,2023.6.7 0:00,2023.7.8 0:00,"두산갤러리, 서울 종로구 종로33길 15 두산아트센터 1층",왕십리역,3265.020509945049
콘서트,문화가 흐르는 예술마당 6월 공연,2023.6.7 0:00,2023.6.30 0:00,"노들섬 잔디마당, 광화문광장 놀이마당",서울역(경의선),1963.461899623945
전시/미술,은가비 초대전 [PERSONA : Let yourself rest],2023.6.7 0:00,2023.6.26 0:00,"갤러리 인사1010 1관(6. 7 - 6. 12),  3관(6. 14 - 6. 26) ",서울역(경의선),2511.154588066352
전시/미술,[2023 테마전시 책 따라 걷는 도서관] 6월 원화전시 - 숨바꼭질,2023.6.7 0:00,2023.6.21 0:00,3층 어린이열람실 및 로비,디지털미디어시티역,822.2810692982113
교육/체험,2023년 도서관 지혜학교 [현대시로 배우는 공감의 지혜],2023.6.7 0:00,2023.6.20 0:00,4층 문화강좌실,디지털미디어시티역,822.2810692982113
기타,[동작문화재단] 2023 D-D-T 참여자 모집,2023.6.7 0:00,2023.6.19 0:00,동작문화재단,노량진역,1765.3980406659439
전시/미술,김영선 기획 초대전,2023.6.7 0:00,2023.6.18 0:00,세종대학교 대양 AI 센터 B2,서울숲역,2752.4587233537973
연극,"요새는 아무도 하려 하지 않는 [그, 윷놀이]",2023.6.7 0:00,2023.6.18 0:00,대학로 나온씨어터,왕십리역,3371.3675188791044
클래식, M 한국가곡 시리즈 [모던가곡 #.2 ORIENTAL],2023.6.7 0:00,2023.6.7 0:00,마포아트센터 아트홀맥,서강대역,927.9485014860999
독주/독창회,김강호 피아노 독주회,2023.6.7 0:00,2023.6.7 0:00,세종체임버홀,서울역(경의선),2044.0443473650962
전시/미술,그림이 좋은 사람들 11번째 전시 [일상의 미학],2023.6.6 0:00,2023.7.12 0:00,서울생활문화센터 서교 로비 ,홍대입구역,1122.0583289222313
전시/미술,[2023 운현궁 기획전시] 오늘도 안녕,2023.6.6 0:00,2023.6.11 0:00,운현궁 기획전시실,서울역(경의선),2779.097895779698
축제-시민화합,신영시장 해피버스데이 6.7 생맥축제,2023.6.6 0:00,2023.6.7 0:00,서울 양천구 신월1동 신영시장 내,역 없음,-1.0
교육/체험,2023 서울시향 마스터클래스 시리즈: 팀파니 돈 리우치,2023.6.6 0:00,2023.6.6 0:00,서울시향 5층 대연습실(세종문화회관 예술동 가동 5층),서울역(경의선),1963.461899623945
독주/독창회,소프라노 고유영 독창회,2023.6.6 0:00,2023.6.6 0:00,세종체임버홀,서울역(경의선),2044.0443473650962
콘서트,외대합창단 제33회 정기연주회 2023 하모니아 메이,2023.6.6 0:00,2023.6.6 0:00,꿈의숲 콘서트홀,광운대역,1599.310586286685
교육/체험,중구 문화공간 인현문화마루 [타말파_몸을 깨우고 마음을 토닥이는 시간],2023.6.5 0:00,2023.7.24 0:00,인현문화마루,역 없음,-1.0
영화,2023년 도봉시네마 6월 상영작 안내,2023.6.5 0:00,2023.6.28 0:00,도봉구민회관 3층 소공연장,창동역,782.2851371582789
교육/체험,[구립증산정보도서관] 6월 어린이 독서퀴즈,2023.6.5 0:00,2023.6.28 0:00,3층 어린이열람실,디지털미디어시티역,822.2810692982113
독주/독창회,김하늘 피아노 독주회,2023.6.5 0:00,2023.6.5 0:00,세종체임버홀,서울역(경의선),2044.0443473650962
교육/체험,현충일 기념 사서와 마구와구 [사랑해요 대한민국!],2023.6.5 0:00,2023.6.5 0:00,구립증산정보도서관 지하 문화강좌실,디지털미디어시티역,822.2810692982113
교육/체험,맨홀은 왜 둥글지?,2023.6.4 0:00,2023.6.25 0:00,서울하수도과학관,서울숲역,1903.956097273585
콘서트,영 아티스트 콘서트,2023.6.4 0:00,2023.6.4 0:00,꿈의숲 콘서트홀,광운대역,1599.310586286685
콘서트,2023 한성백제박물관 사계콘서트 [여름],2023.6.3 0:00,2023.7.15 0:00,한성백제박물관 한성백제홀,수서역,3568.713881815745
교육/체험,[강북문화재단] 누가 우리 동네 이야기를 가져갔을까?,2023.6.3 0:00,2023.7.7 0:00,"창작집단 상상두목 스튜디오(강북구 수유동), 강북구 명소[문화탐방], 삼각산 시민청 갤러리",역 없음,-1.0
교육/체험,[엄마아빠행복프로젝트] 2023 시민국악강좌 [남산 율방],2023.6.3 0:00,2023.7.1 0:00,남산골한옥마을 양육자 : 체험실 / 자녀 : 연습실,서울역(경의선),2077.526404854272
교육/체험,[서울상상나라] 충성! 태극 쿠키,2023.6.3 0:00,2023.6.25 0:00,지하 1층 요리놀이실,서울숲역,2998.9004466115066
축제-문화/예술,밤의 도서관 [광화문 책마당],2023.6.3 0:00,2023.6.25 0:00,광화문 광장 육조마당,서울역(경의선),1963.461899623945
교육/체험,[서울상상나라] 태극기 티라미수,2023.6.3 0:00,2023.6.25 0:00,지하 1층 요리놀이실,서울숲역,2998.9004466115066
교육/체험,현대미술 연속강연 - 비엔날레와 아트페어,2023.6.3 0:00,2023.6.24 0:00,서울시립미술관 서소문 본관 B1 세마홀,서울역(경의선),1075.546389925713
교육/체험,바다거북이가 아파요!: 미세플라스틱 문제,2023.6.3 0:00,2023.6.24 0:00,서울하수도과학관,서울숲역,1903.956097273585
교육/체험,하수와 재이용수: 날아라 물로켓 자동차,2023.6.3 0:00,2023.6.24 0:00,서울하수도과학관,서울숲역,1903.956097273585
교육/체험,[몽촌토성투어프로그램] 개로왕의 밀지 첩자의 흔적,2023.6.3 0:00,2023.6.10 0:00,몽촌역사관,수서역,4522.899998483795
교육/체험,우리 가족이 쌓는 세상 [마음의 말 수어],2023.6.3 0:00,2023.6.9 0:00,지하 문화강좌실,디지털미디어시티역,822.2810692982113
교육/체험,[서울생활문화센터 신도림] 나를 돌보는 식물,2023.6.3 0:00,2023.6.4 0:00,서울생활문회센터 신도림,신도림역,44.89526953703257
축제-문화/예술,2023 문화도시성북 [마이 성북 트립-여름 발자국],2023.6.3 0:00,2023.6.4 0:00,"3일 청수교(정릉시장 인근), 4일 분수광장 ~ 바람마당 산책로",역 없음,-1.0
뮤지컬/오페라,2023 바스락콘서트 [수상한 외갓집],2023.6.3 0:00,2023.6.3 0:00,서울시청 B2 시민청 바스락홀,서울역(경의선),1496.9335131662397
독주/독창회,유문선 클라리넷 독주회,2023.6.3 0:00,2023.6.3 0:00,꿈의숲 콘서트홀,광운대역,1599.310586286685
클래식,2023 서울시향 강변음악회,2023.6.3 0:00,2023.6.3 0:00,여의도 한강공원 멀티플라자,서울숲역,585.5393787300321
클래식,[성동구립 꿈의 오케스트라] 숲속의 오케스트라,2023.6.3 0:00,2023.6.3 0:00,서울숲 야외무대(서울 성동구 뚝섬로 273),서울숲역,262.48320849773984
축제-문화/예술,"그린메이커, 관악",2023.6.3 0:00,2023.6.3 0:00,관악구청 앞 광장,관악산,1159.5492465183913
축제-문화/예술,2023 서울비보이페스티벌,2023.6.3 0:00,2023.6.3 0:00,"노들섬(잔디마당, 노들서가, 라이브하우스, 노들스퀘어)",용산역,1483.6956524785294
축제-기타,2023 유기농데이 대축제,2023.6.3 0:00,2023.6.3 0:00,청계광장,서울역(경의선),1935.9326757096655
클래식,최예인＆문지혜 피아노 듀오 리사이틀,2023.6.3 0:00,2023.6.3 0:00,세종체임버홀,서울역(경의선),2044.0443473650962
축제-문화/예술,2023 찾아가는 삼각산시민청 [강북산책-천변소풍],2023.6.3 0:00,2023.6.3 0:00,강북구 우이천 쌍한교 일대,방학역,3021.1946860707353
교육/체험, 2023 노들 예술체험 프로그램 [다채로운 노들공방 6월],2023.6.3 0:00,2023.6.2 0:00,노들섬 노들라운지(노들랩),용산역,1483.6956524785294
전시/미술,[상하이역사박물관 소장품 특별전] 찬란한 은빛 보물,2023.6.2 0:00,2023.8.27 0:00,서울역사박물관 기획전시실B,서울역(경의선),1716.058726854392
