rowNum,selectedCount,totalCount,subwayId,updnLine,trainLineNm,statnFid,statnTid,statnId,statnNm,trnsitCo,ordkey,subwayList,statnList,btrainSttus,barvlDt,btrainNo,bstatnId,bstatnNm,recptnDt,arvlMsg2,arvlMsg3,arvlCd
313,2968,2968,1002,외선,성수행 - 이대방면,1002000243,1002000241,1002000242,아현,1,01001성수0,1002,1002000242,일반,73,2183,88,성수,2023-11-21 10:36:20,전역 도착,충정로,5
314,2968,2968,1002,외선,성수행 - 영등포구청방면,1002000238,1002000236,1002000237,당산,2,01001성수0,"1002,1009","1002000237,1009000913",일반,52,3177,88,성수,2023-11-21 10:36:20,전역 출발,합정,3
315,2968,2968,1002,외선,성수행 - 대림방면,1002000235,1002000233,1002000234,신도림,2,01001성수0,"1001,1002","1001000140,1002000234",일반,96,2175,88,성수,2023-11-21 10:36:20,전역 도착,문래,5
316,2968,2968,1002,외선,성수행 - 신림방면,1002000232,1002000230,1002000231,신대방,1,01001성수0,1002,1002000231,일반,110,3171,88,성수,2023-11-21 10:36:20,전역 도착,구로디지털단지,5
317,2968,2968,1002,외선,성수행 - 봉천방면,1002000231,1002000229,1002000230,신림,1,01001성수0,1002,1002000230,일반,37,2169,88,성수,2023-11-21 10:36:20,전역 출발,신대방,3
318,2968,2968,1002,외선,성수행 - 방배방면,1002000227,1002000225,1002000226,사당,2,01001성수0,"1002,1004","1002000226,1004000433",일반,128,2167,88,성수,2023-11-21 10:36:20,전역 도착,낙성대,5
319,2968,2968,1002,외선,성수행 - 성수방면,1002000213,1002000211,1002000212,건대입구,2,01001성수0,"1002,1007","1002000212,1007000727",일반,115,2147,88,성수,2023-11-21 10:36:20,전역 도착,구의,5
320,2968,2968,1002,외선,성수행 - 건대입구방면,1002000214,1002000212,1002000213,구의,1,01001성수0,1002,1002000213,일반,104,2149,88,성수,2023-11-21 10:36:20,전역 도착,강변,5
321,2968,2968,1002,외선,성수행 - 구의방면,1002000215,1002000213,1002000214,강변,1,01001성수0,1002,1002000214,일반,120,2151,88,성수,2023-11-21 10:36:20,전역 도착,잠실나루,5
322,2968,2968,1002,외선,성수행 - 잠실나루방면,1002000217,1002000215,1002000216,잠실,2,01001성수0,"1002,1008","1002000216,1008000814",일반,11,6155,88,성수,2023-11-21 10:36:20,전역 출발,잠실새내,3
323,2968,2968,1002,외선,성수행 - 잠실새내방면,1002000219,1002000217,1002000218,종합운동장,1,01001성수0,"1002,1009","1002000218,1009000930",일반,79,2153,88,성수,2023-11-21 10:36:20,전역 도착,삼성,5
324,2968,2968,1002,외선,성수행 - 삼성방면,1002000221,1002000219,1002000220,선릉,2,01001성수0,"1002,1075","1002000220,1075075215",일반,21,3157,88,성수,2023-11-21 10:36:20,전역 출발,역삼,3
325,2968,2968,1002,외선,성수행 - 강남방면,1002000224,1002000222,1002000223,교대,2,01001성수0,"1002,1003","1002000223,1003000340",일반,61,3161,88,성수,2023-11-21 10:36:20,전역 도착,서초,5
326,2968,2968,1002,외선,성수행 - 교대방면,1002000225,1002000223,1002000224,서초,1,01001성수0,1002,1002000224,일반,100,6163,88,성수,2023-11-21 10:36:20,전역 도착,방배,5
333,2968,2968,1002,외선,신도림행 - 동대문역사문화공원방면,1002000207,1002000205,1002000206,신당,2,01001신도림0,"1002,1006","1002000206,1006000635",일반,29,4189,24,신도림,2023-11-21 10:36:20,전역 출발,상왕십리,3
335,2968,2968,1077,상행,신사행 - 신논현방면,1077000688,1077000686,1077000687,강남,2,01001신사0,"1002,1077","1002000222,1077000687",일반,0,17,13,신사,2023-11-21 10:34:57,전역 도착,양재,5
340,2968,2968,1002,외선,신설동행 - 용두방면,1002002114,1002002113,1002002114,신설동,2,01001신설동0,"1001,1002,1092","1001000126,1002002114,1092004713",일반,90,1559,47,신설동,2023-11-21 10:36:20,전역 도착,용두,5
343,2968,2968,1008,상행,암사행 - 몽촌토성(평화의문)방면,1008000815,1008000813,1008000814,잠실,2,01001암사0,"1002,1008","1002000216,1008000814",일반,180,8090,1,암사,2023-11-21 10:36:24,전역 출발,석촌,3
381,2968,2968,1065,상행,인천공항2터미널행 - 디지털미디어시티방면,1065006504,1065006502,1065006503,홍대입구,3,01001인천공항2터미널0,"1002,1063,1065","1002000239,1063075314,1065006503",일반,0,A2051,110,인천공항2터미널,2023-11-21 10:35:39,전역 도착,공덕,5
392,2968,2968,1007,상행,장암행 - 어린이대공원(세종대)방면,1007000728,1007000726,1007000727,건대입구,2,01001장암0,"1002,1007","1002000212,1007000727",일반,180,7116,1,장암,2023-11-21 10:36:18,전역 출발,뚝섬유원지,3
422,2968,2968,1001,상행,광운대행 - 제기동방면,1001000127,1001000125,1001000126,신설동,2,01002광운대0,"1001,1002,1092","1001000126,1002002114,1092004713",일반,143,0624,171,광운대,2023-11-21 10:36:11,2분 23초 후 (동대문),동대문,99
426,2968,2968,1003,상행,구파발행 - 고속터미널방면,1003000341,1003000339,1003000340,교대,2,01002구파발0,"1002,1003","1002000223,1003000340",일반,238,3158,4,구파발,2023-11-21 10:36:02,3분 58초 후 (양재),양재,99
472,2968,2968,1005,상행,방화행 - 종로3가방면,1005000536,1005000534,1005000535,을지로4가,2,01002방화0,"1002,1005","1002000204,1005000535",일반,240,5562,1,방화,2023-11-21 10:36:05,4분 후 (청구),청구,99
484,2968,2968,1002,외선,성수행 - 뚝섬방면,1002000212,1002000210,1002000211,성수,1,01002성수0,1002,1002000211,일반,255,2147,88,성수,2023-11-21 10:36:20,4분 15초 후,구의,99
485,2968,2968,1002,외선,성수행 - 강변방면,1002000216,1002000214,1002000215,잠실나루,1,01002성수0,1002,1002000215,일반,144,6155,88,성수,2023-11-21 10:36:20,2분 24초 후,잠실새내,99
486,2968,2968,1002,외선,성수행 - 잠실방면,1002000218,1002000216,1002000217,잠실새내,1,01002성수0,1002,1002000217,일반,208,2153,88,성수,2023-11-21 10:36:20,3분 28초 후,삼성,99
487,2968,2968,1002,외선,성수행 - 역삼방면,1002000223,1002000221,1002000222,강남,2,01002성수0,"1002,1077","1002000222,1077000687",일반,213,3161,88,성수,2023-11-21 10:36:20,3분 33초 후,서초,99
488,2968,2968,1002,외선,성수행 - 서초방면,1002000226,1002000224,1002000225,방배,1,01002성수0,1002,1002000225,일반,285,2167,88,성수,2023-11-21 10:36:20,4분 45초 후,낙성대,99
489,2968,2968,1002,외선,성수행 - 서울대입구방면,1002000230,1002000228,1002000229,봉천,1,01002성수0,1002,1002000229,일반,157,2169,88,성수,2023-11-21 10:36:20,2분 37초 후,신대방,99
490,2968,2968,1002,외선,성수행 - 구로디지털단지방면,1002000234,1002000232,1002000233,대림,2,01002성수0,"1002,1007","1002000233,1007000744",일반,265,2175,88,성수,2023-11-21 10:36:20,4분 25초 후,문래,99
491,2968,2968,1002,외선,성수행 - 을지로입구방면,1002000204,1002000202,1002000203,을지로3가,2,01002성수0,"1002,1003","1002000203,1003000330",일반,199,2187,88,성수,2023-11-21 10:36:20,3분 19초 후,동대문역사문화공원,99
492,2968,2968,1002,외선,성수행 - 아현방면,1002000201,1002000242,1002000243,충정로,2,01002성수0,"1002,1005","1002000243,1005000531",일반,192,2185,88,성수,2023-11-21 10:36:20,3분 12초 후,을지로입구,99
493,2968,2968,1002,외선,성수행 - 문래방면,1002000237,1002000235,1002000236,영등포구청,2,01002성수0,"1002,1005","1002000236,1005000523",일반,188,3177,88,성수,2023-11-21 10:36:20,3분 8초 후,합정,99
494,2968,2968,1002,외선,성수행 - 신촌방면,1002000242,1002000240,1002000241,이대,1,01002성수0,1002,1002000241,일반,181,2183,88,성수,2023-11-21 10:36:20,3분 1초 후,충정로,99
498,2968,2968,1002,외선,신도림행 - 을지로4가방면,1002000206,1002000204,1002000205,동대문역사문화공원,3,01002신도림0,"1002,1004,1005","1002000205,1004000422,1005000536",일반,139,4189,24,신도림,2023-11-21 10:36:20,2분 19초 후,상왕십리,99
563,2968,2968,1004,상행,당고개행 - 동대문방면,1004000423,1004000421,1004000422,동대문역사문화공원,3,01003당고개0,"1002,1004,1005","1002000205,1004000422,1005000536",일반,318,4560,0,당고개,2023-11-21 10:35:53,5분 18초 후 (회현),회현,99
578,2968,2968,1001,상행,동두천행 - 제기동방면 (급행),1001000127,1001000125,1001000126,신설동,2,01003동두천1,"1001,1002,1092","1001000126,1002002114,1092004713",급행,0,1608,189,동두천 (급행),2023-11-21 10:36:19,[3]번째 전역 (종로5가),종로5가,99
581,2968,2968,1063,상행,문산행 - 가좌방면,1063075313,1063075315,1063075314,홍대입구,3,01003문산0,"1002,1063,1065","1002000239,1063075314,1065006503",일반,0,5048,234,문산,2023-11-21 10:35:57,[3]번째 전역 (효창공원앞),효창공원앞,99
593,2968,2968,1005,상행,방화행 - 양평방면,1005000524,1005000522,1005000523,영등포구청,2,01003방화0,"1002,1005","1002000236,1005000523",일반,300,5558,1,방화,2023-11-21 10:36:05,5분 후 (여의도),여의도,99
598,2968,2968,1002,외선,성수행 - 낙성대방면,1002000229,1002000227,1002000228,서울대입구,1,01003성수0,1002,1002000228,일반,264,2169,88,성수,2023-11-21 10:36:20,4분 24초 후,신대방,99
599,2968,2968,1002,외선,성수행 - 선릉방면,1002000222,1002000220,1002000221,역삼,1,01003성수0,1002,1002000221,일반,346,3161,88,성수,2023-11-21 10:36:20,5분 46초 후,서초,99
600,2968,2968,1002,외선,성수행 - 종합운동장방면,1002000220,1002000218,1002000219,삼성,1,01003성수0,1002,1002000219,일반,163,3157,88,성수,2023-11-21 10:36:20,2분 43초 후,역삼,99
601,2968,2968,1002,외선,성수행 - 신대방방면,1002000233,1002000231,1002000232,구로디지털단지,1,01003성수0,1002,1002000232,일반,393,2175,88,성수,2023-11-21 10:36:20,6분 33초 후,문래,99
602,2968,2968,1002,외선,성수행 - 시청방면,1002000203,1002000201,1002000202,을지로입구,1,01003성수0,1002,1002000202,일반,298,2187,88,성수,2023-11-21 10:36:20,4분 58초 후,동대문역사문화공원,99
603,2968,2968,1002,외선,성수행 - 신도림방면,1002000236,1002000234,1002000235,문래,1,01003성수0,1002,1002000235,일반,294,3177,88,성수,2023-11-21 10:36:20,4분 54초 후,합정,99
663,2968,2968,1002,외선,성수행 - 사당방면,1002000228,1002000226,1002000227,낙성대,1,01004성수0,1002,1002000227,일반,389,2169,88,성수,2023-11-21 10:36:20,6분 29초 후,신대방,99
693,2968,2968,1009,상행,김포공항행 - 봉은사방면 (급행),1009000930,1009000929,1009000930,종합운동장,1,01005김포공항1,"1002,1009","1002000218,1009000930",급행,370,9559,902,김포공항 (급행),2023-11-21 10:36:24,6분 10초 후 (한성백제),한성백제,99
741,2968,2968,1001,상행,용산행 - 영등포방면,1001000141,1001000139,1001000140,신도림,2,01008용산,"1001,1002","1001000140,1002000234",일반,0,1312,1,용산,2023-11-21 10:34:39,[8]번째 전역 (부천),부천,99
772,2968,2968,1001,상행,청량리행 - 영등포방면,1001000141,1001000139,1001000140,신도림,2,01013청량리,"1001,1002","1001000140,1002000234",일반,0,1912,249,청량리,2023-11-21 10:28:29,[13]번째 전역 (성균관대),성균관대,99
796,2968,2968,1001,상행,청량리행 - 종각방면,1001000133,1001000131,1001000132,시청,2,01021청량리,"1001,1002","1001000132,1002000201",일반,0,1912,249,청량리,2023-11-21 10:28:29,[21]번째 전역 (성균관대),성균관대,99
823,2968,2968,1002,외선,성수행 - 상왕십리방면,1002000209,1002000207,1002000208,왕십리,4,01041성수0,"1002,1005,1063,1075","1002000208,1005000540,1063075116,1075075210",일반,329,2193,88,성수,2023-11-21 10:36:20,5분 29초 후,성수,99
825,2968,2968,1002,외선,성수행 - 왕십리방면,1002000210,1002000208,1002000209,한양대,1,01042성수0,1002,1002000209,일반,221,2193,88,성수,2023-11-21 10:36:20,3분 41초 후,성수,99
827,2968,2968,1002,외선,성수행 - 한양대방면,1002000211,1002000209,1002000210,뚝섬,1,01043성수0,1002,1002000210,일반,99,2193,88,성수,2023-11-21 10:36:20,1분 39초 후,성수,99
844,2968,2968,1075,상행,왕십리행 - 청량리방면,1075075211,1075075209,1075075210,왕십리,4,02000왕십리,"1002,1005,1063,1075","1002000208,1005000540,1063075116,1075075210",일반,0,6064,165,왕십리,2023-11-21 10:30:40,왕십리 도착,왕십리,1
866,2968,2968,1001,상행,소요산행 - 영등포방면,1001000141,1001000139,1001000140,신도림,2,02001소요산0,"1001,1002","1001000140,1002000234",일반,0,0062,249,소요산,2023-11-21 10:36:13,전역 도착,구로,5
878,2968,2968,1001,상행,광운대행 - 종각방면,1001000133,1001000131,1001000132,시청,2,02002광운대0,"1001,1002","1001000132,1002000201",일반,0,0626,190,광운대,2023-11-21 10:35:34,[2]번째 전역 (남영),남영,99
893,2968,2968,1003,상행,대화행 - 종로3가방면,1003000331,1003000329,1003000330,을지로3가,2,02002대화0,"1002,1003","1002000203,1003000330",일반,187,3150,4,대화,2023-11-21 10:36:01,3분 7초 후 (동대입구),동대입구,99
896,2968,2968,1007,상행,도봉산행 - 어린이대공원(세종대)방면,1007000728,1007000726,1007000727,건대입구,2,02002도봉산0,"1002,1007","1002000212,1007000727",일반,300,7118,1,도봉산,2023-11-21 10:36:18,5분 후 (청담),청담,99
905,2968,2968,1002,외선,성수행 - 성수방면,1002000213,1002000211,1002000212,건대입구,2,02002성수0,"1002,1007","1002000212,1007000727",일반,261,2149,88,성수,2023-11-21 10:36:20,4분 21초 후,강변,99
906,2968,2968,1002,외선,성수행 - 동대문역사문화공원방면,1002000207,1002000205,1002000206,신당,2,02002성수0,"1002,1006","1002000206,1006000635",일반,194,2191,24,성수,2023-11-21 10:36:20,3분 14초 후,왕십리,99
907,2968,2968,1002,외선,성수행 - 합정방면,1002000240,1002000238,1002000239,홍대입구,3,02002성수0,"1002,1063,1065","1002000239,1063075314,1065006503",일반,229,2181,88,성수,2023-11-21 10:36:20,3분 49초 후,이대,99
908,2968,2968,1002,외선,성수행 - 영등포구청방면,1002000238,1002000236,1002000237,당산,2,02002성수0,"1002,1009","1002000237,1009000913",일반,290,2179,88,성수,2023-11-21 10:36:20,4분 50초 후,홍대입구,99
909,2968,2968,1002,외선,성수행 - 봉천방면,1002000231,1002000229,1002000230,신림,1,02002성수0,1002,1002000230,일반,287,3171,88,성수,2023-11-21 10:36:20,4분 47초 후,구로디지털단지,99
910,2968,2968,1002,외선,성수행 - 강남방면,1002000224,1002000222,1002000223,교대,2,02002성수0,"1002,1003","1002000223,1003000340",일반,199,6163,88,성수,2023-11-21 10:36:20,3분 19초 후,방배,99
911,2968,2968,1002,외선,성수행 - 건대입구방면,1002000214,1002000212,1002000213,구의,1,02002성수0,1002,1002000213,일반,237,2151,88,성수,2023-11-21 10:36:20,3분 57초 후,잠실나루,99
912,2968,2968,1001,상행,소요산행 - 종각방면,1001000133,1001000131,1001000132,시청,2,02002소요산,"1001,1002","1001000132,1002000201",일반,285,0166,190,소요산,2023-11-21 10:36:11,4분 45초 후 (남영),남영,99
955,2968,2968,1004,상행,당고개행 - 총신대입구(이수)방면,1004000434,1004000432,1004000433,사당,2,02003당고개0,"1002,1004","1002000226,1004000433",일반,0,4566,0,당고개,2023-11-21 10:34:32,[3]번째 전역 (경마공원),경마공원,99
972,2968,2968,1007,상행,도봉산행 - 신풍방면,1007000745,1007000743,1007000744,대림,2,02003도봉산0,"1002,1007","1002000233,1007000744",일반,300,7130,1,도봉산,2023-11-21 10:36:18,5분 후 (철산),철산,99
974,2968,2968,1001,상행,동두천행 - 제기동방면,1001000127,1001000125,1001000126,신설동,2,02003동두천0,"1001,1002,1092","1001000126,1002002114,1092004713",일반,281,1608,171,동두천,2023-11-21 10:36:11,4분 41초 후 (종로5가),종로5가,99
983,2968,2968,1005,상행,방화행 - 화곡방면,1005000519,1005000517,1005000518,까치산,2,02003방화0,"1002,1005","1002002344,1005000518",일반,300,5556,1,방화,2023-11-21 10:36:05,5분 후 (오목교(목동운동장앞)),오목교(목동운동장앞),99
985,2968,2968,1005,상행,방화행 - 애오개방면,1005000532,1005000530,1005000531,충정로,2,02003방화0,"1002,1005","1002000243,1005000531",일반,360,5084,1,방화,2023-11-21 10:36:05,6분 후 (종로3가),종로3가,99
991,2968,2968,1005,상행,방화행 - 행당방면,1005000541,1005000539,1005000540,왕십리,4,02003방화0,"1002,1005,1063,1075","1002000208,1005000540,1063075116,1075075210",일반,420,5564,1,방화,2023-11-21 10:36:05,7분 후 (장한평),장한평,99
998,2968,2968,1002,외선,성수행 - 역삼방면,1002000223,1002000221,1002000222,강남,2,02003성수0,"1002,1077","1002000222,1077000687",일반,351,6163,88,성수,2023-11-21 10:36:20,5분 51초 후,방배,99
999,2968,2968,1002,외선,성수행 - 교대방면,1002000225,1002000223,1002000224,서초,1,02003성수0,1002,1002000224,일반,436,2167,88,성수,2023-11-21 10:36:20,7분 16초 후,낙성대,99
1000,2968,2968,1002,외선,성수행 - 서울대입구방면,1002000230,1002000228,1002000229,봉천,1,02003성수0,1002,1002000229,일반,407,3171,88,성수,2023-11-21 10:36:20,6분 47초 후,구로디지털단지,99
1001,2968,2968,1002,외선,성수행 - 문래방면,1002000237,1002000235,1002000236,영등포구청,2,02003성수0,"1002,1005","1002000236,1005000523",일반,426,2179,88,성수,2023-11-21 10:36:20,7분 6초 후,홍대입구,99
1002,2968,2968,1002,외선,성수행 - 당산방면,1002000239,1002000237,1002000238,합정,2,02003성수0,"1002,1006","1002000238,1006000622",일반,336,2181,88,성수,2023-11-21 10:36:20,5분 36초 후,이대,99
1003,2968,2968,1002,외선,성수행 - 홍대입구방면,1002000241,1002000239,1002000240,신촌,1,02003성수0,1002,1002000240,일반,281,2183,88,성수,2023-11-21 10:36:20,4분 41초 후,충정로,99
1004,2968,2968,1002,외선,성수행 - 이대방면,1002000243,1002000241,1002000242,아현,1,02003성수0,1002,1002000242,일반,297,2185,88,성수,2023-11-21 10:36:20,4분 57초 후,을지로입구,99
1005,2968,2968,1002,외선,성수행 - 을지로4가방면,1002000206,1002000204,1002000205,동대문역사문화공원,3,02003성수0,"1002,1004,1005","1002000205,1004000422,1005000536",일반,304,2191,24,성수,2023-11-21 10:36:20,5분 4초 후,왕십리,99
1006,2968,2968,1002,외선,성수행 - 구의방면,1002000215,1002000213,1002000214,강변,1,02003성수0,1002,1002000214,일반,290,6155,88,성수,2023-11-21 10:36:20,4분 50초 후,잠실새내,99
1007,2968,2968,1002,외선,성수행 - 잠실나루방면,1002000217,1002000215,1002000216,잠실,2,02003성수0,"1002,1008","1002000216,1008000814",일반,325,2153,88,성수,2023-11-21 10:36:20,5분 25초 후,삼성,99
1008,2968,2968,1002,외선,성수행 - 뚝섬방면,1002000212,1002000210,1002000211,성수,1,02003성수0,1002,1002000211,일반,401,2149,88,성수,2023-11-21 10:36:20,6분 41초 후,강변,99
1012,2968,2968,1002,외선,신도림행 - 을지로3가방면,1002000205,1002000203,1002000204,을지로4가,2,02003신도림0,"1002,1005","1002000204,1005000535",일반,259,4189,88,신도림,2023-11-21 10:36:20,4분 19초 후,상왕십리,99
1017,2968,2968,1077,상행,신사행 - 신논현방면,1077000688,1077000686,1077000687,강남,2,02003신사0,"1002,1077","1002000222,1077000687",일반,0,21,13,신사,2023-11-21 10:34:57,[3]번째 전역 (청계산입구),청계산입구,99
1049,2968,2968,1009,상행,개화행 - 봉은사방면,1009000930,1009000929,1009000930,종합운동장,1,02004개화0,"1002,1009","1002000218,1009000930",일반,490,9077,902,개화,2023-11-21 10:36:24,8분 10초 후 (송파나루),송파나루,99
1062,2968,2968,1004,상행,당고개행 - 동대문방면,1004000423,1004000421,1004000422,동대문역사문화공원,3,02004당고개0,"1002,1004,1005","1002000205,1004000422,1005000536",일반,468,4072,0,당고개,2023-11-21 10:35:53,7분 48초 후 (서울),서울,99
1087,2968,2968,1063,상행,문산행 - 응봉방면,1063075117,1063075115,1063075116,왕십리,4,02004문산0,"1002,1005,1063,1075","1002000208,1005000540,1063075116,1075075210",일반,0,5052,1,문산,2023-11-21 10:35:21,[4]번째 전역 (상봉),상봉,99
1101,2968,2968,1005,상행,방화행 - 을지로4가방면,1005000537,1005000535,1005000536,동대문역사문화공원,3,02004방화0,"1002,1004,1005","1002000205,1004000422,1005000536",일반,480,5086,1,방화,2023-11-21 10:36:05,8분 후 (왕십리),왕십리,99
1106,2968,2968,1002,외선,성수행 - 낙성대방면,1002000229,1002000227,1002000228,서울대입구,1,02004성수0,1002,1002000228,일반,514,3171,88,성수,2023-11-21 10:36:20,8분 34초 후,구로디지털단지,99
1107,2968,2968,1002,외선,성수행 - 신림방면,1002000232,1002000230,1002000231,신대방,1,02004성수0,1002,1002000231,일반,514,2175,88,성수,2023-11-21 10:36:20,8분 34초 후,문래,99
1108,2968,2968,1002,외선,성수행 - 대림방면,1002000235,1002000233,1002000234,신도림,2,02004성수0,"1001,1002","1001000140,1002000234",일반,416,3177,88,성수,2023-11-21 10:36:20,6분 56초 후,합정,99
1109,2968,2968,1002,외선,성수행 - 신도림방면,1002000236,1002000234,1002000235,문래,1,02004성수0,1002,1002000235,일반,532,2179,88,성수,2023-11-21 10:36:20,8분 52초 후,홍대입구,99
1110,2968,2968,1002,외선,성수행 - 신촌방면,1002000242,1002000240,1002000241,이대,1,02004성수0,1002,1002000241,일반,405,2185,88,성수,2023-11-21 10:36:20,6분 45초 후,을지로입구,99
1111,2968,2968,1002,외선,성수행 - 충정로방면,1002000202,1002000243,1002000201,시청,2,02004성수0,"1001,1002","1001000132,1002000201",일반,393,2187,88,성수,2023-11-21 10:36:20,6분 33초 후,동대문역사문화공원,99
1112,2968,2968,1002,외선,성수행 - 강변방면,1002000216,1002000214,1002000215,잠실나루,1,02004성수0,1002,1002000215,일반,458,2153,88,성수,2023-11-21 10:36:20,7분 38초 후,삼성,99
1113,2968,2968,1002,외선,성수행 - 잠실새내방면,1002000219,1002000217,1002000218,종합운동장,1,02004성수0,"1002,1009","1002000218,1009000930",일반,298,3157,88,성수,2023-11-21 10:36:20,4분 58초 후,역삼,99
1114,2968,2968,1002,외선,성수행 - 삼성방면,1002000221,1002000219,1002000220,선릉,2,02004성수0,"1002,1075","1002000220,1075075215",일반,474,3161,88,성수,2023-11-21 10:36:20,7분 54초 후,서초,99
1115,2968,2968,1002,외선,성수행 - 선릉방면,1002000222,1002000220,1002000221,역삼,1,02004성수0,1002,1002000221,일반,484,6163,88,성수,2023-11-21 10:36:20,8분 4초 후,방배,99
1119,2968,2968,1002,외선,신도림행 - 을지로입구방면,1002000204,1002000202,1002000203,을지로3가,2,02004신도림0,"1002,1003","1002000203,1003000330",일반,349,4189,88,신도림,2023-11-21 10:36:20,5분 49초 후,상왕십리,99
1136,2968,2968,1006,상행,응암순환(상선)행 - 망원방면,1006000623,1006000621,1006000622,합정,2,02004응암순환(상선)0,"1002,1006","1002000238,1006000622",일반,480,6112,9,응암순환(상선),2023-11-21 10:36:27,8분 후 (공덕),공덕,99
1138,2968,2968,1006,상행,응암순환(상선)행 - 청구방면,1006000636,1006000634,1006000635,신당,2,02004응암순환(상선)0,"1002,1006","1002000206,1006000635",일반,480,6118,9,응암순환(상선),2023-11-21 10:36:28,8분 후 (안암(고대병원앞)),안암(고대병원앞),99
1178,2968,2968,1003,상행,대화행 - 고속터미널방면,1003000341,1003000339,1003000340,교대,2,02005대화0,"1002,1003","1002000223,1003000340",일반,555,3160,4,대화,2023-11-21 10:36:02,9분 15초 후 (대치),대치,99
1198,2968,2968,1005,상행,방화행 - 양평방면,1005000524,1005000522,1005000523,영등포구청,2,02005방화0,"1002,1005","1002000236,1005000523",일반,660,5082,1,방화,2023-11-21 10:36:05,11분 후 (마포),마포,99
1204,2968,2968,1002,외선,성수행 - 잠실방면,1002000218,1002000216,1002000217,잠실새내,1,02005성수0,1002,1002000217,일반,427,3157,88,성수,2023-11-21 10:36:20,7분 7초 후,역삼,99
1205,2968,2968,1002,외선,성수행 - 방배방면,1002000227,1002000225,1002000226,사당,2,02005성수0,"1002,1004","1002000226,1004000433",일반,535,2169,88,성수,2023-11-21 10:36:20,8분 55초 후,신대방,99
1206,2968,2968,1002,외선,성수행 - 사당방면,1002000228,1002000226,1002000227,낙성대,1,02005성수0,1002,1002000227,일반,639,3171,88,성수,2023-11-21 10:36:20,10분 39초 후,구로디지털단지,99
1207,2968,2968,1002,외선,성수행 - 구로디지털단지방면,1002000234,1002000232,1002000233,대림,2,02005성수0,"1002,1007","1002000233,1007000744",일반,585,3177,88,성수,2023-11-21 10:36:20,9분 45초 후,합정,99
1208,2968,2968,1002,외선,성수행 - 아현방면,1002000201,1002000242,1002000243,충정로,2,02005성수0,"1002,1005","1002000243,1005000531",일반,525,2187,88,성수,2023-11-21 10:36:20,8분 45초 후,동대문역사문화공원,99
1212,2968,2968,1002,외선,신도림행 - 시청방면,1002000203,1002000201,1002000202,을지로입구,1,02005신도림0,1002,1002000202,일반,448,4189,88,신도림,2023-11-21 10:36:20,7분 28초 후,상왕십리,99
1221,2968,2968,1075,상행,왕십리행 - 선정릉방면,1075075216,1075075214,1075075215,선릉,2,02005왕십리0,"1002,1075","1002000220,1075075215",일반,0,6522,165,왕십리,2023-11-21 10:36:22,[5]번째 전역 (대모산입구),대모산입구,99
1245,2968,2968,1001,상행,청량리행 - 제기동방면,1001000127,1001000125,1001000126,신설동,2,02005청량리0,"1001,1002,1092","1001000126,1002002114,1092004713",일반,0,0436,171,청량리,2023-11-21 10:34:38,[5]번째 전역 (종각),종각,99
1275,2968,2968,1005,상행,방화행 - 종로3가방면,1005000536,1005000534,1005000535,을지로4가,2,02006방화0,"1002,1005","1002000204,1005000535",일반,600,5086,1,방화,2023-11-21 10:36:05,10분 후 (마장),마장,99
1279,2968,2968,1002,외선,성수행 - 종합운동장방면,1002000220,1002000218,1002000219,삼성,1,02006성수0,1002,1002000219,일반,616,3161,88,성수,2023-11-21 10:36:20,10분 16초 후,서초,99
1280,2968,2968,1002,외선,성수행 - 서초방면,1002000226,1002000224,1002000225,방배,1,02006성수0,1002,1002000225,일반,692,2169,88,성수,2023-11-21 10:36:20,11분 32초 후,신대방,99
1281,2968,2968,1002,외선,성수행 - 신대방방면,1002000233,1002000231,1002000232,구로디지털단지,1,02006성수0,1002,1002000232,일반,713,3177,88,성수,2023-11-21 10:36:20,11분 53초 후,합정,99
1286,2968,2968,1008,상행,암사행 - 몽촌토성(평화의문)방면,1008000815,1008000813,1008000814,잠실,2,02006암사0,"1002,1008","1002000216,1008000814",일반,720,8092,1,암사,2023-11-21 10:36:24,12분 후 (복정),복정,99
1318,2968,2968,1009,상행,김포공항행 - 선유도방면 (급행),1009000914,1009000912,1009000913,당산,2,02007김포공항1,"1002,1009","1002000237,1009000913",급행,685,9555,901,김포공항 (급행),2023-11-21 10:36:24,11분 25초 후 (동작),동작,99
1411,2968,2968,1063,상행,용산행 - 가좌방면,1063075313,1063075315,1063075314,홍대입구,3,02010용산0,"1002,1063,1065","1002000239,1063075314,1065006503",일반,0,5050,234,용산,2023-11-21 10:35:57,[10]번째 전역 (왕십리),왕십리,99
1440,2968,2968,1092,상행,북한산우이행 - 보문방면,1092004713,1092004712,1092004713,신설동,2,02013북한산우이,"1001,1002,1092","1001000126,1002002114,1092004713",일반,548,1153,941,북한산우이,2023-11-21 10:35:04,[13]번째 전역 (남영),남영,99
1486,2968,2968,1001,상행,청량리행 - 영등포방면,1001000141,1001000139,1001000140,신도림,2,02023청량리,"1001,1002","1001000140,1002000234",일반,0,1914,249,청량리,2023-11-21 10:28:29,[23]번째 전역 (서정리),서정리,99
1493,2968,2968,1001,상행,청량리행 - 제기동방면,1001000127,1001000125,1001000126,신설동,2,02027청량리,"1001,1002,1092","1001000126,1002002114,1092004713",일반,0,1912,189,청량리,2023-11-21 10:36:19,[27]번째 전역 (성균관대),성균관대,99
